经纬度,id,小区名称,所在区域,总价（万元）,单价（元）,房屋户型,所在楼层,建筑面积（㎡）,户型结构,套内面积（㎡）,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
北京顺义蓝天苑,4740,蓝天苑,顺义,530,38287,3室1厅1厨2卫,底层 (共11层),138.43,平层,120.52,板楼,南 北,混合结构,其他,一梯两户,集中供暖,有,70年,2018/11/5,商品房,2005/4/23,普通住宅,满五年,非共有,暂无数据,已上传房本照片
北京房山绿城百合公寓南屏苑,4741,绿城百合公寓南屏苑,房山,270,29884,2室2厅1厨1卫,中楼层 (共5层),90.35,平层,77.76,板楼,南 北,混合结构,精装,一梯两户,自供暖,无,70年,2019/7/26,商品房,2015/4/3,普通住宅,满两年,非共有,无抵押,已上传房本照片
北京昌平龙华园,4742,龙华园,昌平,338,49905,2室1厅1厨1卫,顶层 (共6层),67.73,平层,暂无数据,塔楼,南 北,混合结构,简装,一梯四户,集中供暖,无,70年,2019/3/3,已购公房,1999/1/20,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京朝阳芍药居北里,4743,芍药居北里,朝阳,720,79921,2室1厅1厨1卫,高楼层 (共24层),90.09,平层,暂无数据,塔楼,东 南 北,钢混结构,精装,两梯十二户,集中供暖,有,70年,2019/8/25,已购公房,2012/10/19,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京丰台五里店南里,4744,五里店南里,丰台,258,36758,3室1厅1厨1卫,顶层 (共6层),70.19,平层,暂无数据,板楼,东南,混合结构,简装,一梯三户,集中供暖,无,70年,2019/3/1,商品房,2013/4/24,普通住宅,满五年,非共有,有抵押 70万元,已上传房本照片
北京丰台卢沟桥南里,4745,卢沟桥南里,丰台,265,49075,2室1厅1厨1卫,底层 (共6层),54,平层,暂无数据,板楼,南 北,混合结构,其他,一梯三户,集中供暖,无,70年,2019/9/18,已购公房,2016/9/20,普通住宅,满两年,非共有,无抵押,已上传房本照片
北京顺义红杉一品,4746,红杉一品,顺义,290,41441,2室1厅1厨1卫,中楼层 (共18层),69.98,平层,56.11,板楼,南 北,钢混结构,简装,两梯四户,集中供暖,有,70年,2019/3/27,限价商品房,2014/6/18,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京东城左安漪园,4747,左安漪园,东城,520,76527,1室1厅1厨1卫,低楼层 (共17层),67.95,平层,56.85,板塔结合,西南,钢混结构,精装,两梯十八户,集中供暖,有,70年,2019/4/2,商品房,2005/11/10,普通住宅,满五年,非共有,有抵押 350万元 民生银行 客户偿还,已上传房本照片
北京石景山石景嘉园,4748,石景嘉园,石景山,235,35671,2室1厅1厨1卫,顶层 (共21层),65.88,平层,51.29,塔楼,西北,钢混结构,简装,三梯十二户,集中供暖,有,70年,2019/7/10,一类经济适用房,2012/4/12,公寓/住宅,满五年,非共有,无抵押,已上传房本照片
北京门头沟新桥南大街,4749,新桥南大街,门头沟,230,38093,2室1厅1厨1卫,中楼层 (共6层),60.38,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,70年,2019/5/19,已购公房,2000/8/17,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京门头沟七棵树东大街小区,4750,七棵树东大街小区,门头沟,207,30850,2室1厅1厨1卫,底层 (共6层),67.1,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019/2/27,已购公房,2004/6/1,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京通州中建红杉溪谷,4751,中建红杉溪谷,通州,2300,87550,6室2厅1厨5卫,底层 (共3层),262.71,null,249.81,null,南 西 北,未知结构,精装,null,暂无数据,null,70年,2019/11/15,商品房,2017/5/8,别墅,满两年,共有,有抵押 600万元 中国建设银行 客户偿还,已上传房本照片
北京石景山海特花园小区,4752,海特花园小区,石景山,330,42146,2室1厅1厨1卫,低楼层 (共18层),78.3,平层,暂无数据,塔楼,东 北,钢混结构,简装,两梯八户,集中供暖,有,70年,2019/12/1,商品房,2005/11/30,普通住宅,满五年,非共有,有抵押 10万元 10,已上传房本照片
北京朝阳人民日报社家属区,4753,人民日报社家属区,朝阳,645,86288,2室1厅1厨1卫,中楼层 (共22层),74.75,暂无数据,70.98,塔楼,西南,钢混结构,精装,三梯十户,集中供暖,有,70年,2019/7/27,商品房,2009/7/24,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京西城太平桥大街,4754,太平桥大街,西城,950,117575,3室1厅1厨1卫,低楼层 (共16层),80.8,平层,57.59,板塔结合,东 西,混合结构,简装,两梯八户,集中供暖,有,70年,2018/2/23,商品房,2012/3/30,普通住宅,满五年,非共有,有抵押 500万元,已上传房本照片
北京房山腾龙家园二区,4755,腾龙家园二区,房山,248,21021,3室1厅1厨2卫,低楼层 (共6层),117.98,平层,108.5,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019/5/24,商品房,2008/6/26,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京海淀强佑清河新城,4756,强佑清河新城,海淀,395,62999,1室0厅1厨1卫,中楼层 (共27层),62.7,平层,51.03,板塔结合,北,钢混结构,简装,两梯五户,集中供暖,有,70年,2017/6/11,商品房,2011/12/16,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京西城太平街甲乙18号院,4757,太平街甲乙18号院,西城,560,103398,2室1厅1厨1卫,顶层 (共6层),54.16,平层,暂无数据,板楼,东,混合结构,简装,一梯三户,集中供暖,无,70年,2019/4/29,商品房,2015/12/25,普通住宅,满两年,非共有,无抵押,已上传房本照片
北京通州京贸国际公寓,4758,京贸国际公寓,通州,498,37642,3室1厅1厨2卫,高楼层 (共24层),132.3,平层,111.35,塔楼,西北,钢混结构,简装,三梯十户,集中供暖,有,70年,2019/11/11,商品房,2005/10/31,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京大兴佳和园老区,4759,佳和园老区,大兴,305,37268,2室1厅1厨1卫,顶层 (共6层),81.84,平层,暂无数据,板楼,南 北,混合结构,其他,一梯两户,集中供暖,无,70年,2019/11/24,商品房,2015/1/19,普通住宅,满两年,非共有,有抵押,已上传房本照片
北京东城安德路乙61号院,4760,安德路乙61号院,东城,585,107518,2室1厅1厨1卫,底层 (共14层),54.41,平层,45,塔楼,西 南,混合结构,精装,两梯八户,集中供暖,有,70年,2019/6/14,已购公房,2008/11/21,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京昌平田园风光雅苑,4761,田园风光雅苑,昌平,465,52495,2室1厅1厨1卫,中楼层 (共6层),88.58,平层,78.94,板楼,东 西,混合结构,简装,一梯两户,自供暖,无,70年,2019/5/4,商品房,2013/12/16,普通住宅,满五年,非共有,有抵押 155万元 邮储银行 业主自还,已上传房本照片
北京大兴南海家园三里,4762,南海家园三里,大兴,210,42178,1室1厅1厨1卫,中楼层 (共18层),49.79,平层,39.52,板楼,东 北,钢混结构,简装,二十梯三户,集中供暖,有,70年,2019/9/16,商品房,2014/9/16,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京丰台怡海花园富润园,4763,怡海花园富润园,丰台,650,63776,2室1厅1厨1卫,高楼层 (共30层),101.92,平层,暂无数据,塔楼,东南,钢混结构,精装,三梯十二户,集中供暖,有,70年,2019/3/8,商品房,2005/10/9,普通住宅,满五年,非共有,有抵押 110万元 广发银行 客户偿还,已上传房本照片
北京石景山八角北路,4764,八角北路,石景山,215,59327,1室1厅1厨1卫,低楼层 (共6层),36.24,平层,25.1,板楼,南,混合结构,简装,一梯三户,集中供暖,无,70年,2018/12/19,已购公房,2001/2/1,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京顺义双兴南区,4765,双兴南区,顺义,279,33346,2室2厅1厨1卫,中楼层 (共6层),83.67,平层,74.78,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,70年,2019/2/27,已购公房,2006/9/20,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京平谷首城汇景湾,4766,首城汇景湾,平谷,240,20663,3室2厅1厨1卫,底层 (共18层),116.15,暂无数据,90.21,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,70年,2018/9/17,商品房,2017/5/22,普通住宅,满两年,非共有,暂无数据,已上传房本照片
北京顺义万科城市花园,4767,万科城市花园,顺义,480,40242,3室2厅1厨1卫,低楼层 (共6层),119.28,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,70年,2019/3/6,商品房,2004/6/25,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京东城建国门北大街,4768,建国门北大街,东城,760,101199,2室1厅1厨1卫,中楼层 (共17层),75.1,平层,暂无数据,塔楼,东南,钢混结构,其他,两梯八户,集中供暖,有,70年,2019/11/7,已购公房,2000/5/23,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京东城民安小区东直门内北小街,4769,民安小区东直门内北小街,东城,748,100322,2室1厅1厨1卫,中楼层 (共16层),74.56,平层,暂无数据,板楼,东 西,钢混结构,精装,四梯三户,集中供暖,有,70年,2018/11/2,商品房,2015/10/28,普通住宅,满两年,非共有,有抵押 230万元 中信银行 客户偿还,已上传房本照片
北京丰台建邦枫景,4770,建邦枫景,丰台,449,50626,3室1厅1厨1卫,低楼层 (共22层),88.69,平层,71.23,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,70年,2019/8/24,限价商品房,2012/5/14,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京房山拱辰星园小区,4771,拱辰星园小区,房山,280,28476,2室1厅1厨1卫,低楼层 (共13层),98.33,平层,81.94,塔楼,西 南,钢混结构,简装,两梯十户,集中供暖,有,70年,2019/12/1,商品房,2014/10/27,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京大兴格林云墅,4772,格林云墅,大兴,490,35209,4室2厅1厨2卫,顶层 (共9层),139.17,复式,115.24,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,70年,2018/7/9,商品房,2017/9/15,普通住宅,满两年,共有,有抵押 60万元 农业 客户偿还,已上传房本照片
北京房山玉竹园,4773,玉竹园,房山,269,28508,2室2厅1厨1卫,中楼层 (共6层),94.36,平层,85.01,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,70年,2019/8/15,商品房,2005/4/8,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京通州东阁雅舍,4774,东阁雅舍,通州,340,36423,2室2厅1厨1卫,高楼层 (共25层),93.35,平层,76.16,塔楼,东 南 西,钢混结构,简装,两梯八户,集中供暖,有,70年,2019/9/23,商品房,2005/4/8,普通住宅,满五年,共有,无抵押,已上传房本照片
北京顺义蓝星花园,4775,蓝星花园,顺义,208,47209,1室1厅1厨1卫,低楼层 (共11层),44.06,平层,30.39,板塔结合,西,钢混结构,简装,四梯六十八户,集中供暖,有,70年,2018/9/20,商品房,2010/9/9,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京门头沟承泽苑,4776,承泽苑,门头沟,510,35146,4室2厅1厨2卫,高楼层 (共6层),145.11,平层,128.83,板楼,东 南 北,混合结构,精装,一梯两户,集中供暖,无,70年,2019/4/15,商品房,2002/1/24,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京大兴新里西斯莱公馆,4777,新里西斯莱公馆,大兴,548,55059,2室1厅1厨2卫,高楼层 (共12层),99.53,平层,79.98,板塔结合,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,2019/3/31,商品房,2017/9/25,普通住宅,满两年,非共有,无抵押,已上传房本照片
北京大兴芳源里,4778,芳源里,大兴,590,46759,3室2厅1厨2卫,低楼层 (共10层),126.18,平层,104.15,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,2018/11/23,商品房,2012/5/10,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京昌平西湖新村,4779,西湖新村,昌平,320,35871,2室2厅1厨1卫,中楼层 (共7层),89.21,平层,89,板楼,南 北,混合结构,毛坯,一梯两户,集中供暖,无,70年,2017/9/3,已购公房,2016/11/16,普通住宅,满两年,非共有,无抵押,已上传房本照片
北京朝阳安贞里,4780,安贞里,朝阳,430,79205,2室1厅1厨1卫,中楼层 (共6层),54.29,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,70年,2019/5/8,央产房,2005/1/7,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京通州泰禾拾景园,4781,泰禾拾景园,通州,480,55997,2室1厅1厨1卫,中楼层 (共20层),85.72,平层,65.77,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,70年,2019/12/5,商品房,2017/8/29,普通住宅,满两年,非共有,无抵押,已上传房本照片
北京昌平矩阵二期,4782,矩阵二期,昌平,415,59980,2室1厅1厨1卫,高楼层 (共12层),69.19,平层,59.11,板塔结合,南,钢混结构,精装,一梯四户,集中供暖,有,70年,2019/12/1,商品房,2016/3/28,普通住宅,满两年,共有,无抵押,已上传房本照片
北京朝阳胜古北里,4783,胜古北里,朝阳,360,62620,2室1厅1厨1卫,中楼层 (共6层),57.49,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,70年,2019/7/15,已购公房,2019/6/10,普通住宅,未满两年,共有,无抵押,已上传房本照片
北京大兴彩虹新城,4784,彩虹新城,大兴,450,50557,2室1厅1厨1卫,低楼层 (共18层),89.01,平层,72.29,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,70年,2018/10/5,商品房,2010/4/16,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京门头沟惠民家园,4785,惠民家园,门头沟,240,37175,2室1厅1厨1卫,高楼层 (共20层),64.56,平层,48.96,板楼,南,钢混结构,精装,两梯六户,集中供暖,有,70年,2018/8/12,商品房,2014/10/23,普通住宅,满五年,非共有,有抵押,已上传房本照片
北京西城天宁寺东里,4786,天宁寺东里,西城,480,94414,2室1厅1厨1卫,底层 (共5层),50.84,平层,38.04,板楼,南,混合结构,简装,一梯三户,集中供暖,无,70年,2019/6/17,商品房,2016/6/23,普通住宅,满两年,非共有,无抵押,已上传房本照片
北京东城金鱼池中区,4787,金鱼池中区,东城,725,80753,2室1厅1厨1卫,中楼层 (共7层),89.78,平层,79.76,板塔结合,东北,钢混结构,精装,一梯三户,自供暖,无,70年,2018/5/15,商品房,2016/7/21,普通住宅,满两年,非共有,有抵押 270万元 北京银行 业主自还,已上传房本照片
北京大兴彩虹新城,4788,彩虹新城,大兴,418,44398,2室2厅1厨1卫,顶层 (共17层),94.15,平层,76.28,板楼,南 西 北,钢混结构,简装,一梯三户,集中供暖,有,70年,2019/4/15,商品房,2016/8/30,普通住宅,满两年,非共有,有抵押 200万元 银行 业主自还,已上传房本照片
北京房山加州水郡四期,4789,加州水郡四期,房山,310,33895,3室1厅1厨1卫,高楼层 (共11层),91.46,平层,75.48,板楼,南 北,钢混结构,简装,一梯三户,自供暖,有,70年,2019/11/15,商品房,2016/11/16,普通住宅,满两年,非共有,无抵押,已上传房本照片
北京海淀京投银泰琨御府,4790,京投银泰琨御府,海淀,2056,133733,3室2厅1厨2卫,中楼层 (共6层),153.74,平层,125.3,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,2019/5/10,商品房,2016/11/29,普通住宅,满两年,共有,有抵押 900万元 客户偿还,已上传房本照片
北京丰台玺萌丽苑,4791,玺萌丽苑,丰台,520,58797,2室1厅1厨1卫,中楼层 (共23层),88.44,平层,74.15,塔楼,西,钢混结构,简装,三梯十户,集中供暖,有,70年,2019/8/29,商品房,2015/7/6,普通住宅,满两年,非共有,无抵押,已上传房本照片
北京朝阳八里庄西里,4792,八里庄西里,朝阳,290,49220,2室1厅1厨1卫,中楼层 (共6层),58.92,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,70年,2019/9/27,已购公房,1993/3/20,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京朝阳保利金泉,4793,保利金泉,朝阳,886,77259,2室2厅1厨1卫,低楼层 (共30层),114.68,平层,89.81,塔楼,西北,钢混结构,精装,四梯十户,集中供暖,有,70年,2019/9/22,商品房,2011/10/21,普通住宅,满五年,非共有,无抵押,已上传房本照片
北京通州美然百度城,4794,美然百度城,通州,680,49923,3室2厅1厨2卫,高楼层 (共9层),136.21,错层,117.41,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,70年,2019/5/8,商品房,2016/2/2,普通住宅,满两年,非共有,无抵押,已上传房本照片
北京石景山八角中里,4795,八角中里,石景山,298,50871,2室1厅1厨1卫,底层 (共6层),58.58,平层,暂无数据,板楼,西南,混合结构,精装,一梯四户,集中供暖,无,70年,2019/11/21,商品房,2011/4/25,普通住宅,满五年,共有,无抵押,已上传房本照片
北京西城玉桃园三区,4796,玉桃园三区,西城,515,101779,1室1厅1厨1卫,底层 (共6层),50.6,平层,暂无数据,板楼,东,混合结构,其他,一梯三十二户,集中供暖,无,70年,2019/8/29,商品房,2015/9/2,普通住宅,满两年,非共有,无抵押,已上传房本照片
